company_id,company_name,prefecture,address,phone,url,status
00-017754,石友ホーム㈱,富山,高岡市下牧野３６－２,0766－84－6110,https://www.ishitomo-home.co.jp,pending
00-001222,辻建設㈱,富山,富山市内幸町６－１,076－441－2811,https://www.tsuji-kensetsu.jp,pending
00-000883,塩谷建設㈱,富山,高岡市石瀬６－１,0766－23－4636,https://www.rhouse-takaoka.jp,pending
00-013747,タカノホーム㈱,富山,富山市今泉西部町７－１,076－425－1211,https://www.ai-koumuten.co.jp/exhibition/aigallery-toyama,pending
T16-001004,氷見市農業（協組）,富山,氷見市朝日丘２－３２,0766－74－8821,https://himi.ja-toyama.jp,pending
00-020784,㈱ＯＳＣＡＲ,富山,富山市二口町４－７－１４,076－422－4411,https://www.oscarhome.co.jp,pending
00-015235,オダケホーム㈱,富山,射水市西高木１１８４,0766－55－4100,https://www.odakehome.co.jp,pending
00-026506,カナディアンホーム㈱,富山,富山市経田１２２６,076－467－2232,https://www.e-canada.jp,pending
00-025426,㈱オリバー,富山,富山市二口町４－４－４,076－405－9925,https://oliver-gr.co.jp,pending
00-023394,ウッドライフホーム㈱,富山,高岡市下牧野３３－１,0766－84－3683,https://www.woodlife-home.co.jp,pending
00-020640,石友リフォームサービス㈱,富山,高岡市下牧野３６－２,0766－82－1777,https://www.ishitomo-reform.co.jp,pending
00-027940,正栄産業㈱,富山,富山市二口町５－９－８,076－423－0644,https://www.ai-koumuten.co.jp/exhibition/aigallery-toyama,pending
16-010203,ヤマイチ㈱,富山,富山市野口８１２,076－436－0231,https://yamaichi1950.co.jp,pending
16-010172,チューモク㈱,富山,南砺市田中７９３,0763－52－2808,https://www.chumoku-house.jp,pending
00-023415,アルスホーム㈱,富山,富山市婦中町島本郷１－１,076－492－9966,https://www.arshome.co.jp,pending
16-011592,㈱とやまアイホーム,富山,富山市下冨居２－５－６,076－433－4225,https://www.tih.co.jp,pending
16-009642,ワイケイホーム㈱,富山,射水市三ケ２２７９－６,0766－56－3300,https://www.ykhome.jp,pending
16-015521,光陽興産㈱,富山,高岡市京田６１９,0766－25－1110,https://koyokousan.jp,pending
16-009322,成友建設㈱,富山,富山市藤木２１６７－１,076－425－4053,https://www.ai-koumuten.co.jp/exhibition/aigallery-toyama,pending
